Level,Content
info,Session: 30546354_3228776856 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
critical,mod_jk child init 1 -2
info,Receiving block blk_102441832197223997 src: /10.251.123.195:49611 dest: /10.251.123.195:50010
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388
info,Receiving block blk_-852118157909078164 src: /10.251.30.101:57254 dest: /10.251.30.101:50010
info,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001294_0/part-01294. blk_4214952053910973364
info,jk2_init() Found child 1816 in scoreboard slot 9
info,Received block blk_8655748951361667770 of size 67108864 from /10.251.109.236
info,PacketResponder 0 for block blk_-7024895786822269814 terminating
info,10.250.19.227:50010 Served block blk_3979872751691718643 to /10.250.19.227
info,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001983_0/part-01983. blk_8861349372992394289
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,PacketResponder 1 for block blk_-3802183646922512795 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Receiving block blk_8596624696139957935 src: /10.251.214.175:41468 dest: /10.251.214.175:50010
info,Receiving block blk_-7486746679002157277 src: /10.251.42.207:57669 dest: /10.251.42.207:50010
info,Received block blk_560063894682806537 of size 67108864 from /10.251.194.129
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864
info,Session: 30546354_3276819604 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 32701 in scoreboard slot 10
info,Session: 30546174_49059813 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-719178972315562824 size 67108864
info,jk2_init() Found child 32578 in scoreboard slot 8
info,Session: 30546354_2967631919 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 5899 in scoreboard slot 7
warning,Warning: Unrecognized packageExtended attribute.
info,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010
info,Receiving block blk_5977008528949258706 src: /10.251.214.32:43860 dest: /10.251.214.32:50010
info,jk2_init() Found child 5428 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB2853587~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 0, CurrentState:0"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 1863 in scoreboard slot 9
info,Session: 30546354_3191924748 initialized by client WindowsUpdateAgent.
info,Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,10.250.11.53:50010:Got exception while serving blk_-7125370327234065733 to /10.250.15.240:
info,jk2_init() Found child 1936 in scoreboard slot 8
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_1119272693889755844 size 67108864
info,jk2_init() Found child 32529 in scoreboard slot 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_4539833452749813987 of size 67108864 from /10.251.42.16
info,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112"
info,Received block blk_-2117066166574895060 of size 67108864 from /10.251.73.188
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-6338549285508312302 size 3530010
info,"Read out cached package applicability for package: Package_for_KB2654428~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Received block blk_-577659324269246113 of size 67108864 from /10.251.203.179
info,"Read out cached package applicability for package: Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,PacketResponder 2 for block blk_5454423648092670683 terminating
info,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546174_97232568 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 6028 in scoreboard slot 9
info,Unloading offline registry hive: {bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Users/default/ntuser.dat
info,Receiving block blk_-5646228903161999640 src: /10.251.71.97:60870 dest: /10.251.71.97:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864
info,jk2_init() Found child 1501 in scoreboard slot 7
info,Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_3327172484 initialized by client WindowsUpdateAgent.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,PacketResponder 1 for block blk_3940282600163903101 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,10.250.10.213:50010 Served block blk_-1125621902344947014 to /10.250.10.213
info,Session: 30546174_44629559 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 6435 in scoreboard slot 8
info,jk2_init() Found child 1913 in scoreboard slot 7
warning,Warning: Unrecognized packageExtended attribute.
info,"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x218"
info,Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010
non-critical,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Receiving block blk_-7764040409370932316 src: /10.251.125.237:58496 dest: /10.251.125.237:50010
critical,mod_jk child workerEnv in error state 6
info,Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52
info,BLOCK* NameSystem.delete: blk_-1641081065757890722 is added to invalidSet of 10.251.107.242:50010
info,jk2_init() Found child 5984 in scoreboard slot 8
info,Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050
info,Receiving block blk_-4967783186426171722 src: /10.251.39.192:57105 dest: /10.251.39.192:50010
critical,mod_jk child workerEnv in error state 6
info,Session: 30546354_3045146353 initialized by client WindowsUpdateAgent.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,"Read out cached package applicability for package: Package_for_KB2579686~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32755 in scoreboard slot 8
info,PacketResponder 1 for block blk_-2780312306380730204 terminating
info,Deleting block blk_-8167717961644709843 file /mnt/hadoop/dfs/data/current/blk_-8167717961644709843
info,"Read out cached package applicability for package: Package_for_KB2511455~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864
info,Receiving block blk_6585429064641693815 src: /10.250.10.6:38158 dest: /10.250.10.6:50010
info,Session: 11152_142416105 initialized by client SPP.
info,BLOCK* NameSystem.delete: blk_1275198635723397883 is added to invalidSet of 10.251.202.134:50010
info,Receiving block blk_-5144503768267321004 src: /10.251.107.19:36862 dest: /10.251.107.19:50010
info,Session: 30546354_3301050990 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.132:50010 is added to blk_8527475857502481768 size 67108864
info,PacketResponder 1 for block blk_8229768485681546149 terminating
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,Deleting block blk_6163400028286940197 file /mnt/hadoop/dfs/data/current/subdir7/blk_6163400028286940197
info,Session: 30546354_3343473416 initialized by client WindowsUpdateAgent.
info,PacketResponder 0 for block blk_2508619583759354778 terminating
critical,[client 218.39.132.175] Directory index forbidden by rule: /var/www/html/
info,PacketResponder 2 for block blk_-3710747952520609225 terminating
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180
info,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010
info,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245
info,"Read out cached package applicability for package: Package_for_KB2972211~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 5970 in scoreboard slot 6
warning,10.251.215.70:50010:Got exception while serving blk_-20269367189114433 to /10.251.30.179:
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.144:50010 is added to blk_3243316191092266549 size 67108864
info,Session: 30546354_3275839548 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3150220~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 5592 in scoreboard slot 8
info,Receiving block blk_1744485040428751334 src: /10.250.5.237:52234 dest: /10.250.5.237:50010
critical,mod_jk child workerEnv in error state 6
critical,mod_jk child workerEnv in error state 6
info,Session: 30546174_49119816 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
warning,Warning: Unrecognized packageExtended attribute.
critical,mod_jk child workerEnv in error state 8
warning,Warning: Unrecognized packageExtended attribute.
info,Receiving block blk_4742178675580222210 src: /10.251.42.9:60232 dest: /10.251.42.9:50010
warning,10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_4577632468651859430 size 67108864
critical,mod_jk child workerEnv in error state 6
info,Received block blk_241585185788373386 of size 67108864 from /10.251.111.80
warning,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:
info,"Read out cached package applicability for package: Package_for_KB3005788~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
info,"Read out cached package applicability for package: Package_for_KB3045685~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB2758857~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB2809900~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 6442 in scoreboard slot 6
info,jk2_init() Found child 1951 in scoreboard slot 7
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 32581 in scoreboard slot 7
info,"Read out cached package applicability for package: Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Verification succeeded for blk_-6160667975382232149
warning,10.251.39.179:50010:Got exception while serving blk_-8558281124275910849 to /10.251.30.134:
info,PacketResponder 1 for block blk_2151150262081352617 terminating
info,jk2_init() Found child 1834 in scoreboard slot 8
info,Received block blk_5118390778403008591 of size 67108864 from /10.251.30.101
info,Receiving block blk_691517018986659607 src: /10.251.195.70:59379 dest: /10.251.195.70:50010
critical,mod_jk child workerEnv in error state 6
critical,mod_jk child workerEnv in error state 6
critical,mod_jk child init 1 -2
info,Session: 30546354_2850665229 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 6451 in scoreboard slot 7
info,jk2_init() Found child 1397 in scoreboard slot 7
warning,SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]
info,jk2_init() Found child 6260 in scoreboard slot 7
info,"Read out cached package applicability for package: Package_for_KB2846960~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112"
info,Session: 30546354_3341763318 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_-290874442865281380 of size 28497700 from /10.251.203.179
info,"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.delete: blk_-6117917602803602155 is added to invalidSet of 10.251.67.211:50010
info,PacketResponder 0 for block blk_3958940914408609637 terminating
info,Received block blk_692184983396207285 of size 67108864 from /10.250.6.214
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,PacketResponder 0 for block blk_3160319368100972992 terminating
info,SQM: Initializing online with Windows opt-in: False
info,jk2_init() Found child 32652 in scoreboard slot 7
info,BLOCK* NameSystem.delete: blk_-2225353020301959077 is added to invalidSet of 10.251.125.237:50010
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 1324 in scoreboard slot 7
info,Session: 30546174_10517608 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB2716513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
info,"Read out cached package applicability for package: Package_for_KB2809900~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
warning,Warning: Unrecognized packageExtended attribute.
info,PacketResponder 0 for block blk_6610244864386894422 terminating
info,Session: 30546174_149225542 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3184122~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Session: 30546354_2981802730 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 351 in scoreboard slot 10
info,jk2_init() Found child 3747 in scoreboard slot 8
info,Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161
warning,10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:
info,"Read out cached package applicability for package: Package_for_KB2742599~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Session: 30546174_132984613 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 1313 in scoreboard slot 6
info,Received block blk_6329639726609402522 of size 67108864 from /10.251.107.19
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_3217316200 initialized by client WindowsUpdateAgent.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 5923 in scoreboard slot 6
critical,mod_jk child workerEnv in error state 6
info,Deleting block blk_8384967715738359346 file /mnt/hadoop/dfs/data/current/subdir27/blk_8384967715738359346
info,Session: 30546174_107383149 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 32572 in scoreboard slot 10
info,Session: 30546174_100742769 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 1800 in scoreboard slot 10
warning,Warning: Unrecognized packageExtended attribute.
info,Received block blk_6406847509870023726 of size 67108864 from /10.251.106.50
info,BLOCK* NameSystem.delete: blk_-323838382557775734 is added to invalidSet of 10.251.202.209:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-2402036602753320612 size 67108864
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 32669 in scoreboard slot 8
info,jk2_init() Found child 32391 in scoreboard slot 10
info,Verification succeeded for blk_1649162819905816843
info,Session: 30546174_88482067 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 1901 in scoreboard slot 6
info,jk2_init() Found child 8573 in scoreboard slot 10
info,jk2_init() Found child 1276 in scoreboard slot 9
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 6765 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
info,Session: 30546354_2984902907 initialized by client WindowsUpdateAgent.
info,BLOCK* ask 10.250.18.114:50010 to delete  blk_-5140072410813878235
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB3020387~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.delete: blk_-424018194735922479 is added to invalidSet of 10.251.42.84:50010
info,PacketResponder 2 for block blk_8422946850755720617 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Receiving block blk_-2901266958756042716 src: /10.251.110.160:35787 dest: /10.251.110.160:50010
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB2632503~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
warning,10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:
info,Session: 30546174_91422236 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3227386776 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3092627~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Session: 30546354_3273319404 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.229:50010 is added to blk_-4651707530079874243 size 67108864
info,jk2_init() Found child 1334 in scoreboard slot 8
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 5845 in scoreboard slot 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,Warning: Unrecognized packageExtended attribute.
critical,mod_jk child workerEnv in error state 6
info,Session: 30546354_3183554269 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 7
info,jk2_init() Found child 6718 in scoreboard slot 8
info,BLOCK* NameSystem.delete: blk_247452006316846355 is added to invalidSet of 10.250.6.191:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546354_3230936980 initialized by client WindowsUpdateAgent.
info,Session: 30546174_27548582 initialized by client WindowsUpdateAgent.
info,Receiving block blk_-1690784932539647416 src: /10.251.31.180:50205 dest: /10.251.31.180:50010
info,Deleting block blk_-1897524391075610396 file /mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396
info,Receiving block blk_-1753161039594546561 src: /10.251.203.149:33685 dest: /10.251.203.149:50010
critical,mod_jk child workerEnv in error state 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,"Read out cached package applicability for package: Package_for_KB2690533~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766
info,jk2_init() Found child 32712 in scoreboard slot 6
info,jk2_init() Found child 4596 in scoreboard slot 8
critical,mod_jk child workerEnv in error state 10
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2544893~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
info,jk2_init() Found child 6569 in scoreboard slot 8
info,Verification succeeded for blk_-8050165297538775793
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2835174~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.delete: blk_8247499802516177421 is added to invalidSet of 10.250.7.96:50010
info,Session: 30546354_3343653427 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3159398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB3138901~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Session: 30546174_90692194 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
info,Deleting block blk_9169945668827621796 file /mnt/hadoop/dfs/data/current/subdir50/blk_9169945668827621796
info,"Read out cached package applicability for package: Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:0"
info,"Read out cached package applicability for package: Package_for_KB3035126~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,PacketResponder 2 for block blk_6918427074195439966 terminating
info,"Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
critical,mod_jk child workerEnv in error state 8
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 5941 in scoreboard slot 7
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546174_30478750 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 7
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.70:50010 is added to blk_-420818767915591010 size 67108864
info,Deleting block blk_4365203784873840210 file /mnt/hadoop/dfs/data/current/subdir1/blk_4365203784873840210
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203
info,Receiving block blk_6563909003697001371 src: /10.251.39.144:48872 dest: /10.251.39.144:50010
info,10.251.106.50:50010 Served block blk_-8907436477337775860 to /10.251.106.50
info,PacketResponder 0 for block blk_-1250775350296476256 terminating
info,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8
info,jk2_init() Found child 6751 in scoreboard slot 10
info,Deleting block blk_-4301178988618507084 file /mnt/hadoop/dfs/data/current/subdir46/blk_-4301178988618507084
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Reboot mark refs: 0
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 2083 in scoreboard slot 8
info,jk2_init() Found child 5935 in scoreboard slot 9
info,Session: 30546354_3175093786 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.delete: blk_413552235254424009 is added to invalidSet of 10.251.35.1:50010
info,Receiving block blk_-5145508449157510071 src: /10.251.203.246:48508 dest: /10.251.203.246:50010
non-critical,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2836943~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 80, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
info,Session: 30546174_169636709 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_3336883039 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 1449 in scoreboard slot 10
warning,Warning: Unrecognized packageExtended attribute.
info,Receiving block blk_3846795603907041885 src: /10.250.10.176:47296 dest: /10.250.10.176:50010
info,BLOCK* NameSystem.delete: blk_4438674026376140804 is added to invalidSet of 10.251.106.50:50010
info,jk2_init() Found child 1518 in scoreboard slot 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 2042 in scoreboard slot 8
warning,Warning: Unrecognized packageExtended attribute.
info,Received block blk_6686361711974377273 of size 3554889 from /10.251.214.130
info,10.251.91.84:50010 Served block blk_-8915491531889006304 to /10.251.91.84
info,jk2_init() Found child 32453 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB2835174~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0"
info,jk2_init() Found child 5915 in scoreboard slot 6
info,jk2_init() Found child 5049 in scoreboard slot 7
info,NonStart: Checking to ensure startup processing was not required.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.246:50010 is added to blk_-6909400912794057067 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB3139914~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.delete: blk_4640277741339926850 is added to invalidSet of 10.251.26.131:50010
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 5995 in scoreboard slot 7
