Level,Content
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.65.203:50010 is added to blk_-1332315107905285608 size 67108864
info,PacketResponder 1 for block blk_-4917866339076366459 terminating
info,"Read out cached package applicability for package: Package_for_KB3122648~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864
info,"Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3506875694435075421 size 67108864
info,BLOCK* NameSystem.delete: blk_-6255015379143356507 is added to invalidSet of 10.251.111.37:50010
info,Deleting block blk_1483582953997932733 file /mnt/hadoop/dfs/data/current/subdir7/blk_1483582953997932733
info,Session: 30546174_100922779 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending."
info,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,10.251.31.180:50010 Served block blk_3905759687686730625 to /10.251.31.180
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,00000003@2016/9/28:16:00:46.213 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed875eb5d @0x7fef9d98728 @0x7fef9d98856 @0xffeee474 @0xffeed7de @0xffeedb2f)
info,Verification succeeded for blk_-8347949825960763812
info,"Read out cached package applicability for package: Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.delete: blk_3280859030919654043 is added to invalidSet of 10.251.214.130:50010
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546174_144035245 initialized by client WindowsUpdateAgent.
info,Session: 30546174_169066677 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17903, ApplicableState: 112, CurrentState:0"
info,jk2_init() Found child 2857 in scoreboard slot 9
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Deleting block blk_8950932638808086257 file /mnt/hadoop/dfs/data/current/subdir18/blk_8950932638808086257
info,PacketResponder 0 for block blk_406835586147450451 terminating
info,PacketResponder 2 for block blk_-900229825899812461 terminating
critical,[client 198.232.168.9] Directory index forbidden by rule: /var/www/html/
info,PacketResponder 2 for block blk_215466486430758887 terminating
info,Session: 30546354_2955011197 initialized by client WindowsUpdateAgent.
info,PacketResponder 0 for block blk_-9161369067334198861 terminating
info,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5861348317118763621 size 28500222
info,jk2_init() Found child 32443 in scoreboard slot 8
info,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546174_89122104 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 6280 in scoreboard slot 7
info,Received block blk_6880728743505526406 of size 67108864 from /10.251.197.226
info,"Read out cached package applicability for package: Package_for_KB2984972~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 6755 in scoreboard slot 6
info,BLOCK* NameSystem.delete: blk_-8887373200836701910 is added to invalidSet of 10.251.193.224:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_5646792755154529338 size 67108864
info,"Read out cached package applicability for package: Package_for_KB3156016~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,Receiving block blk_4820650745157199554 src: /10.251.127.243:49726 dest: /10.251.127.243:50010
info,jk2_init() Found child 1477 in scoreboard slot 6
info,PacketResponder 0 for block blk_3338047823148530794 terminating
info,BLOCK* NameSystem.delete: blk_-2589662411410634043 is added to invalidSet of 10.251.42.16:50010
info,PacketResponder 2 for block blk_-5908283405801966540 terminating
critical,mod_jk child workerEnv in error state 9
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
non-critical,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
info,Session: 30546354_3074888054 initialized by client WindowsUpdateAgent.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_3328072535 initialized by client WindowsUpdateAgent.
info,SQM: Cleaning up report files older than 10 days.
critical,mod_jk child workerEnv in error state 8
info,Received block blk_5379939266348893280 of size 67108864 from /10.251.66.63
info,BLOCK* NameSystem.delete: blk_-8632488927959646482 is added to invalidSet of 10.251.39.64:50010
info,Received block blk_2771018387166611008 of size 67108864 from /10.251.26.131
info,BLOCK* NameSystem.delete: blk_8981795097778421111 is added to invalidSet of 10.251.194.129:50010
info,Receiving block blk_-5957060034695163774 src: /10.251.29.239:56334 dest: /10.251.29.239:50010
critical,mod_jk child workerEnv in error state 6
info,Receiving block blk_-3612946656596896413 src: /10.251.105.189:48488 dest: /10.251.105.189:50010
info,"Read out cached package applicability for package: Package_for_KB2813430~31bf3856ad364e35~amd64~~6.1.1.4, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,PacketResponder 1 for block blk_1997668456720275587 terminating
info,BLOCK* NameSystem.delete: blk_-5624558200776510955 is added to invalidSet of 10.251.107.242:50010
info,Session: 30546354_3204535469 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB2868038~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,Received block blk_7830067201550857864 of size 67108864 from /10.251.105.189
info,"Read out cached package applicability for package: Package_for_KB3054476~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 2823 in scoreboard slot 9
info,SQM: Initializing online with Windows opt-in: False
non-critical,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
info,Receiving block blk_-11867600358649678 src: /10.251.75.79:46421 dest: /10.251.75.79:50010
info,"Read out cached package applicability for package: Package_for_KB3021917~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.32:50010 is added to blk_423916008836295480 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32388 in scoreboard slot 8
info,jk2_init() Found child 32634 in scoreboard slot 11
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
info,Session: 30546354_3182094186 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,PacketResponder 2 for block blk_4786794545180705888 terminating
warning,Warning: Unrecognized packageExtended attribute.
info,Receiving block blk_148513789886825227 src: /10.251.123.33:54308 dest: /10.251.123.33:50010
info,BLOCK* NameSystem.delete: blk_3876184938151091897 is added to invalidSet of 10.251.30.85:50010
info,PacketResponder 1 for block blk_2096030750186708493 terminating
info,Received block blk_7194943883245628915 of size 67108864 from /10.251.71.193
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,0000000b CSI Store 3065408 (0x00000000002ec640) initialized
info,Received block blk_892900079071425422 of size 67108864 from /10.251.73.188
info,BLOCK* NameSystem.delete: blk_1777689952069868672 is added to invalidSet of 10.251.31.85:50010
info,Session: 30546354_3337033048 initialized by client WindowsUpdateAgent.
info,Session: 30546174_108313202 initialized by client WindowsUpdateAgent.
info,10.251.202.209:50010 Served block blk_-1442905060580014339 to /10.251.202.209
critical,mod_jk child workerEnv in error state 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001757_0/part-01757. blk_-5343533992609553091
info,BLOCK* NameSystem.delete: blk_-6114220623980201749 is added to invalidSet of 10.250.13.240:50010
info,Session: 30546174_143895237 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3290900409 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3298080820 initialized by client WindowsUpdateAgent.
info,Session: 30546174_101632820 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 1528 in scoreboard slot 7
info,jk2_init() Found child 1790 in scoreboard slot 8
info,PacketResponder 0 for block blk_755689327380778318 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,Warning: Unrecognized packageExtended attribute.
info,PacketResponder 2 for block blk_8229193803249955061 terminating
info,PacketResponder 0 for block blk_-7483426835701512490 terminating
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 1966 in scoreboard slot 6
warning,Warning: Unrecognized packageExtended attribute.
info,"Read out cached package applicability for package: Package_for_KB3181988~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 2029 in scoreboard slot 8
info,PacketResponder 2 for block blk_-4165562468976768862 terminating
info,jk2_init() Found child 1934 in scoreboard slot 9
info,PacketResponder 1 for block blk_-4624597753370705281 terminating
info,PacketResponder 0 for block blk_6809155287484296510 terminating
info,Receiving block blk_1057763407402503745 src: /10.251.30.134:36059 dest: /10.251.30.134:50010
info,Deleting block blk_-9171930401624803515 file /mnt/hadoop/dfs/data/current/subdir56/blk_-9171930401624803515
critical,mod_jk child workerEnv in error state 6
warning,Warning: Unrecognized packageExtended attribute.
info,Deleting block blk_-7854501109698465657 file /mnt/hadoop/dfs/data/current/subdir34/blk_-7854501109698465657
info,Session: 30546354_3226836745 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 6791 in scoreboard slot 8
info,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562
info,Session: 30546174_89562129 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB3097989~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_-7513928662244669476 file /mnt/hadoop/dfs/data/current/subdir11/blk_-7513928662244669476
info,jk2_init() Found child 32677 in scoreboard slot 7
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864
warning,Warning: Unrecognized packageExtended attribute.
critical,mod_jk child workerEnv in error state 6
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.delete: blk_-566178736644429906 is added to invalidSet of 10.251.70.37:50010
info,BLOCK* NameSystem.delete: blk_-2439225174716664723 is added to invalidSet of 10.251.42.207:50010
info,Received block blk_6000837850922531821 of size 67108864 from /10.251.197.226
info,"Read out cached package applicability for package: Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_7434237665308221519 size 67108864
non-critical,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
warning,Warning: Unrecognized packageExtended attribute.
info,PacketResponder 2 for block blk_1155029843511109085 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546354_3337373067 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 1868 in scoreboard slot 6
info,Session: 30546174_104472982 initialized by client WindowsUpdateAgent.
info,Received block blk_49420377461855719 of size 67108864 from /10.251.70.112
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.delete: blk_2060553104861908174 is added to invalidSet of 10.251.201.204:50010
info,"Read out cached package applicability for package: Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546354_3226336716 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
info,Received block blk_5062112794659861146 of size 67108864 from /10.251.91.84
info,BLOCK* NameSystem.delete: blk_2149728827322918746 is added to invalidSet of 10.250.11.194:50010
info,"Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
critical,jk2_init() Can't find child 2082 in scoreboard
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 4977 in scoreboard slot 8
critical,mod_jk child workerEnv in error state 8
critical,mod_jk child workerEnv in error state 7
info,Deleting block blk_449049393237281194 file /mnt/hadoop/dfs/data/current/subdir18/blk_449049393237281194
info,Session: 30546354_3185874402 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
warning,Warning: Unrecognized packageExtended attribute.
info,00000002@2016/9/27:20:30:31.458 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed806eb5d @0x7fefa006ade @0x7fef9fd2984 @0x7fef9f83665 @0xff83e97c @0xff83d799)
info,jk2_init() Found child 32583 in scoreboard slot 8
info,Session: 30546174_90632190 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.38:50010 is added to blk_-5404881839098659470 size 67108864
info,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_001353_0/part-01353. blk_5782729236964719738
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2952664~31bf3856ad364e35~amd64~~6.1.19.0, ApplicableState: 112, CurrentState:112"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Deleting block blk_-8898274302731129139 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139
info,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
info,PacketResponder 2 for block blk_859668537217019080 terminating
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 2840 in scoreboard slot 8
info,Receiving block blk_7891129742741763034 src: /10.251.107.227:57000 dest: /10.251.107.227:50010
info,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16
info,"Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Session: 30546354_3274739485 initialized by client WindowsUpdateAgent.
info,Received block blk_1561008813520212225 of size 67108864 from /10.250.7.230
info,jk2_init() Found child 32710 in scoreboard slot 9
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 32580 in scoreboard slot 6
info,jk2_init() Found child 6278 in scoreboard slot 8
info,jk2_init() Found child 6338 in scoreboard slot 7
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.240:50010 is added to blk_2593937801738981947 size 67108864
info,Receiving block blk_-7230947007726948080 src: /10.251.29.239:53564 dest: /10.251.29.239:50010
info,Deleting block blk_7360639743953947587 file /mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587
info,PacketResponder 1 for block blk_-8108913101671416218 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32587 in scoreboard slot 10
info,SQM: Requesting upload of all unsent reports.
info,Receiving block blk_-4861262918414696307 src: /10.251.198.196:34168 dest: /10.251.198.196:50010
info,Session: 30546354_2919539169 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 310 in scoreboard slot 6
info,Session: 30546354_2868336240 initialized by client WindowsUpdateAgent.
info,Received block blk_-6986311820863339652 of size 67108864 from /10.251.71.240
info,jk2_init() Found child 32552 in scoreboard slot 7
info,jk2_init() Found child 5893 in scoreboard slot 9
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_5963655886023015963 size 67108864
info,Session: 30546174_22828312 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3225556672 initialized by client WindowsUpdateAgent.
warning,10.251.215.16:50010:Got exception while serving blk_-4590972095204776122 to /10.251.30.6:
warning,10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:
info,Receiving block blk_-4657886075935807358 src: /10.251.31.160:53084 dest: /10.251.31.160:50010
info,BLOCK* ask 10.251.126.5:50010 to delete  blk_-9016567407076718172 blk_-8695715290502978219 blk_-7168328752988473716 blk_-4355192005224403537 blk_-3757501769775889193 blk_-154600013573668394 blk_167132135416677587 blk_2654596473569751784 blk_5202581916713319258
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546174_179897296 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB2943357~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,Session: 30546354_3044096293 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.223:50010 is added to blk_-6390296685077811803 size 3546314
critical,[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/
info,Session: 30546174_133134621 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.delete: blk_2304296078821316612 is added to invalidSet of 10.251.39.64:50010
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 1498 in scoreboard slot 8
critical,mod_jk child workerEnv in error state 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001348_0/part-01348. blk_4531288786306744275
info,"Read out cached package applicability for package: Package_for_KB3138962~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
info,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000210_0/part-00210. blk_-7667417209393167541
info,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
info,Session: 30546354_3355724117 initialized by client WindowsUpdateAgent.
info,Receiving block blk_-6618090096819679591 src: /10.251.214.67:58610 dest: /10.251.214.67:50010
info,Receiving block blk_-7911408976820434495 src: /10.251.42.191:35834 dest: /10.251.42.191:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 6741 in scoreboard slot 8
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.100:50010 is added to blk_-8502460962248995911 size 28489733
info,PacketResponder 2 for block blk_-653434419514937486 terminating
critical,mod_jk child workerEnv in error state 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.delete: blk_4499140370762613763 is added to invalidSet of 10.251.43.115:50010
info,jk2_init() Found child 1984 in scoreboard slot 10
info,Session: 30546354_3336463015 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 5051 in scoreboard slot 9
info,Received block blk_-1522107359378428427 of size 67108864 from /10.251.125.174
info,PacketResponder 2 for block blk_8285441926344578159 terminating
info,Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.130:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-5455316994110506037 size 67108864
info,"Read out cached package applicability for package: Package_for_KB2911501~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 1298 in scoreboard slot 8
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Deleting block blk_7855353385462032387 file /mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 5786 in scoreboard slot 7
info,jk2_init() Found child 6724 in scoreboard slot 8
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_6125469222540396851 size 67108864
critical,[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/
info,"Read out cached package applicability for package: Package_for_KB2992611~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 1254 in scoreboard slot 7
info,jk2_init() Found child 2760 in scoreboard slot 6
info,jk2_init() Found child 1502 in scoreboard slot 6
info,PacketResponder 1 for block blk_-357695136519539363 terminating
info,PacketResponder 2 for block blk_5663417083925711869 terminating
info,Deleting block blk_-1750007847201154657 file /mnt/hadoop/dfs/data/current/subdir1/blk_-1750007847201154657
info,Session: 30546174_169366694 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB2968294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB3121255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546354_3009694325 initialized by client WindowsUpdateAgent.
info,Deleting block blk_2489882700357182381 file /mnt/hadoop/dfs/data/current/blk_2489882700357182381
info,jk2_init() Found child 32763 in scoreboard slot 10
info,Session: 30546354_3198805142 initialized by client WindowsUpdateAgent.
info,Receiving block blk_-4526931594457272384 src: /10.251.43.147:40348 dest: /10.251.43.147:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112"
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,10.251.42.246:50010:Got exception while serving blk_-7658293778087733436 to /10.251.30.179:
info,Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_621685330749869453 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Receiving block blk_-1657856234642335063 src: /10.251.38.197:44516 dest: /10.251.38.197:50010
info,Deleting block blk_-6942784423611603919 file /mnt/hadoop/dfs/data/current/subdir38/blk_-6942784423611603919
info,Session: 30546354_3350953844 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.delete: blk_-3582070652284403613 is added to invalidSet of 10.250.10.213:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546174_165966499 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3185714393 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 6
critical,mod_jk child workerEnv in error state 8
info,"Read out cached package applicability for package: Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 1821 in scoreboard slot 6
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001195_0/part-01195. blk_5708405953850477535
info,Session: 30546354_2850715232 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3222456494 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 4892 in scoreboard slot 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_9072829105973334075 size 67108864
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB3123479~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.delete: blk_-4954795063440871977 is added to invalidSet of 10.251.203.80:50010
info,"Read out cached package applicability for package: Package_for_KB2991963~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 5271 in scoreboard slot 7
